arxiv_id	title	summary	is_cond_mat	num_refs	num_refs_same_category
solv-int/9401003	On a Shallow Water Wave Equation	In this paper we study a shallow water equation derivable using the Boussinesq approximation, which includes as two special cases, one equation discussed by Ablowitz et. al. [Stud. Appl. Math., 53 (1974) 249--315] and one by Hirota and Satsuma [J. Phys. Soc. Japan}, 40 (1976) 611--612]. A catalogue of classical and nonclassical symmetry reductions, and a Painleve analysis, are given. Of particular interest are families of solutions found containing a rich variety of qualitative behaviours. Indeed we exhibit and plot a wide variety of solutions all of which look like a two-soliton for t>0 but differ radically for t<0. These families arise as nonclassical symmetry reduction solutions and solutions found using the singular manifold method. This example shows that nonclassical symmetries and the singular manifold method do not, in general, yield the same solution set. We also obtain symmetry reductions of the shallow water equation solvable in terms of solutions of the first, third and fifth Painleve equations. We give evidence that the variety of solutions found which exhibit ``nonlinear superposition'' is not an artefact of the equation being linearisable since the equation is solvable by inverse scattering. These solutions have important implications with regard to the numerical analysis for the shallow water equation we study, which would not be able to distinguish the solutions in an initial value problem since an exponentially small change in the initial conditions can result in completely different qualitative behaviours.	0	3	0
hep-ph/9401277	Exclusive Radiative B-Decays in the Light-Cone QCD Sum Rule Approach	We carry out a detailed study of exclusive radiative rare $B$-decays in the framework of the QCD sum rules on the light cone, which combines the traditional QCD sum rule technique with the description of final state vector mesons in terms of the light-cone wave functions of increasing twist. The decays considered are: $B_{u,d} \to K^* +\gamma, B_{u,d}\to \rho+\gamma, B_d\to \omega+\gamma$ and the corresponding decays of the $B_s$ mesons, $B_s\to \phi+\gamma$ and $B_s\to K^*+\gamma$. Based on our estimate of the transition form factor $F_1^{B \to K^*\pg}(0) =0.32\pm0.05$, we find for the branching ratio $BR(B \to K^* + \gamma) = (4.8\pm 1.5)\times 10^{-5}$, which is in agreement with the observed value measured by the CLEO collaboration. We present detailed estimates for the ratios of the radiative decay form factors, which are then used to predict the rates for the exclusive radiative B-decays listed above. This in principle allows the extraction of the CKM matrix element $|V_{td}|$ from the penguin-dominated CKM-suppressed radiative decays when they are measured. We give a detailed discussion of the dependence of the form factors on the $b$-quark mass and on the momentum transfer, as well as their interrelation with the CKM-suppressed semileptonic decay form factors in $B\to \rho+\ell+\nu$, which we also calculate in our approach.	0	180	166
hep-lat/9401018	Multicanonical study of $D=2$ $O(3)$ nonlinear $σ$-model	We present a new and exploratory approach to determine the $\Delta\beta(\beta)$-shift in the $O(3)$ nonlinear $\sigma$-model. The method is based on a scaling hypothesis for a free energy difference, which is assumed to be valid in a situation where the mass gap correlation length $\xi$ is of the order or larger than the linear extent $L$ of the considered square lattice sizes. The free energy difference arises from the finite volume constraint effective potential of the theory. While the constraint effective potential is calculated in numerical simulations employing a variant of the multicanonical ensemble on medium sized lattices, it is possible to estimate $\Delta\beta(\beta)$ up to a value of $\beta=2.8$ in the standard parameterization of the model.	0	2	1
hep-ph/9402252	Electroweak Baryogenesis: A Status Report	There are many reasons to believe that there might be new sources of CP-violation beyond the phases of the KM matrix. One of these is the possibility of electroweak baryogenesis. We describe some recent developments in this subject and make some comments on the possibility that the minimal standard model might itself be the origin of the baryon asymmetry. To appear in the Proceedings of the Third KEK Topical Conference on CP Violation, its Implications to Particle Physics and Cosmology, 16--18 November, 1993.	0	1	1
gr-qc/9402020	Self-dual gravity and the chiral model	The self-dual Einstein equation (SDE) is shown to be equivalent to the two dimensional chiral model, with gauge group chosen as the group of area preserving diffeomorphisms of a two dimensional surface. The approach given here leads to an analog of the Plebanski equations for general self-dual metrics, and to a natural Hamiltonian formulation of the SDE, namely that of the chiral model.	0	23	2
hep-ph/9402302	$γγ$ Production of Non--Strongly Interacting SUSY Particles at Hadron Colliders	Non--strongly interacting supersymmetric particles -- sleptons, charginos, neutral\-inos, and charged Higgs bosons -- are difficult to detect at the Large Hadron Collider. We therefore examine the possibility of producing particles of this type in virtual $\gamma \gamma$ collisions at the LHC. Since photons can be emitted from protons which do not break up in the radiation process, very clean events can be generated, compensating to some extent for the small event numbers. Higher rates are expected, at the expense of stray hadrons, for events in which one or two protons break up.	0	42	36
hep-th/9402148	Geometry of (0,2) Landau-Ginzburg Orbifolds	Several aspects of (0,2) Landau-Ginzburg orbifolds are investigated. Especially the elliptic genera are computed in general and, for a class of models recently invented by Distler and Kachru, they are compared with the ones from (0,2) sigma models. Our formalism gives an easy way to calculate the generation numbers for lots of Distler-Kachru models even if they are based on singular Calabi-Yau spaces. We also make some general remarks on the Born-Oppenheimer calculation of the ground states elucidating its mathematical meaning in the untwisted sector. For Distler-Kachru models based on non-singular Calabi-Yau spaces we show that there exist `residue' type formulas of the elliptic genera as well.	0	40	39
gr-qc/9403004	The Impossibility of Steady-State Inflation	Inflation is known to be generically eternal to the future: the false vacuum is thermalized in some regions of space, while inflation continues in other regions. Here, we address the question of whether inflation can also be eternal to the past. We argue that such a steady-state picture is impossible and, therefore, that inflation must have had a beginning. First, it is shown that the old inflationary model is not past-eternal. Next, some necessary conditions are formulated for inflationary spacetimes to be past-eternal and future-eternal. It is then shown that these conditions cannot simultaneously hold in physically reasonable open universes.	0	7	3
gr-qc/9403013	A Non-singular Theory of Gravity	We present a geometrical gravitational theory which reduces to Einstein's theory for weak gravitational potentials and which has a singularity-free analog of the Schwarzschild metric.	0	18	14
gr-qc/9403016	Discrete Self-Similiarity and Critical Point Behavior in Fluctuations About Extremal Black Holes	The issues of scaling symmetry and critical point behavior are studied for fluctuations about extremal charged black holes. We consider the scattering and capture of the spherically symmetric mode of a charged, massive test field on the background spacetime of a black hole with charge $Q$ and mass $M$. The spacetime geometry near the horizon of a $|Q|=M$ black hole has a scaling symmetry, which is absent if $|Q|<M$, a scale being introduced by the surface gravity. We show that this symmetry leads to the existence of a self-similiar solution for the charged field near the horizon, and further, that there is a one parameter family of discretely self-similiar solutions . The scaling symmetry, or lack thereof, also shows up in correlation length scales, defined in terms of the rate at which the influence of an external source coupled to the field dies off. It is shown by constructing the Greens functions, that an external source has a long range influence on the extremal background, compared to a correlation length scale which falls off exponentially fast in the $|Q|<M$ case. Finally it is shown that in the limit of $\Delta \equiv (1-{Q^2 \overM^2} )^{1\over 2} \rightarrow 0$ in the background spacetime, that infinitesimal changes in the black hole area vary like $\Delta ^{1\over 2}$.	0	20	16
gr-qc/9403033	Gravitational Waves from Inspiralling Compact Binaries: A Post-Newtonian Approach	Inspiralling binary systems of neutron stars or black holes are promising sources of gravitational radiation detectable by large-scale laser interferometric gravitational observatories, such as the US LIGO and Italian-French VIRGO projects. Accurate theoretical gravitational-waveform templates will be needed to carry out matched filtering data analysis of the detectors' output once they are on the air by the end of this decade. For all but the final, strongly general relativistic coalescence of the two bodies, high-order post-Newtonian methods are playing a major role in the theorists' efforts to develop the needed templates. This paper discusses the foundations of this method, and provides a compendium of useful formulae and results. Figures available upon request. (Invited talk given at the 8th Nishinomiya-Yukawa Memorial Symposium, October 28, 1993.)	0	4	4
hep-th/9404016	Noether's Theorem and time-dependent quantum invariants	The time dependent-integrals of motion, linear in position and momentum operators, of a quantum system are extracted from Noether's theorem prescription by means of special time-dependent variations of coordinates. For the stationary case of the generalized two-dimensional harmonic oscillator, the time-independent integrals of motion are shown to correspond to special Bragg-type symmetry properties. A detailed study for the non-stationary case of this quantum system is presented. The linear integrals of motion are constructed explicitly for the case of varying mass and coupling strength. They are obtained also from Noether's theorem. The general treatment for a multi-dimensional quadratic system is indicated, and it is shown that the time-dependent variations that give rise to the linear invariants, as conserved quantities, satisfy the corresponding classical homogeneous equations of motion for the coordinates.	0	7	0
hep-th/9404022	Phase Transition in (2+1)d Quantum Gravity	(2+1) dimensional gravity is equivalent to an exactly soluble non-Abelian Chern-Simons gauge field theory (E Witten 1988). Regarding this as the topological phase of quantum gravity in (2+1)d, we suggest a topological symmetry breaking by introducing a mass term for the gauge fields, which carries a space-time metric and local dynamical degrees of freedom. We consider the finite temperature behavior of the symmetry broken phase, and claim a restoration of the topological invariance at some critical temperature. The phase transition is shown of the zeroth order.	0	0	0
cond-mat/9404084	Universal Spectral Correlations in Diffusive Quantum Systems	We have studied numerically several statistical properties of the spectra of disordered electronic systems under the influence of an Aharonov Bohm flux $\varphi$, which acts as a time--reversal symmetry breaking parameter. The distribution of curvatures of the single electron energy levels has a modified Lorentz form with different exponents in the GOE and GUE regime. It has Gaussian tails in the crossover regime. The typical curvature is found to vary as $ -E_c\ln (E_c\varphi^2/\Delta)$ ($E_c$ is the Thouless energy and $\Delta$ the mean level spacing) and to diverge at zero flux. We show that the harmonics of the variation with $\varphi$ of single level quantities (current or curvature) are correlated, in contradiction with the perturbative result. The single level current correlation function is found to have a logarithmic behavior at low flux, in contrast to the pure symmetry cases. The distribution of single level currents is non--Gaussian in the GOE--GUE transition regime. We find a universal relation between $g_d$, the typical slope of the levels, and $g_c$, the width of the curvature distribution, as was proposed by Akkermans and Montambaux. We conjecture the validity of our results for any chaotic quantum system.	1	0	0
hep-th/9405017	Superspace Supervortices	We present the theory describing supersymmetrical vortices in the curved superspace of the (1,0) supergravity. The action is defined as a (1,0) locally supersymmetric $SU(2)/U(1)$ coset perturbed by the cosmological constant-like term. The perturbation is such that it preserves the integrability of the coset model. Because of supersymmetry the perturbed theory is an exact quantum system provided a proper dilaton is taken into account. The exact value of the dilaton is determined in the supersymmetric case by the quasi-classical background of the bosonic coset.	0	1	1
hep-th/9405018	Relation Between Hyperelliptic Integrals	A simple property of the integrals over the hyperelliptic surfaces of arbitrary genus is observed. Namely, the derivatives of these integrals with respect to the branching points are given by the linear combination of the same integrals. We check that this property is responsible for the solution to the level zero Knizhnik-Zamolodchikov equation given in terms of hyperelliptic integrals.	0	2	2
nucl-th/9405005	Thermal properties of Fe-54	We study the thermal properties of Fe-54 with the Brown-Richter interaction in the complete 1p0f model space. Monte Carlo calculations show a peak in the heat capacity and rapid increases in both the moment of inertia and M1 strength near a temperature of 1.1 MeV that are associated with the vanishing of proton-proton and neutron-neutron monopole pair correlations; neutron-proton correlations persist to higher temperatures. Our results are consistent with a Fermi gas level density whose back-shift vanishes with increasing temperature.	0	38	26
gr-qc/9405037	Analytic Results for the Gravitational Radiation from a Class of Cosmic String Loops	Cosmic string loops are defined by a pair of periodic functions ${\bf a}$ and ${\bf b}$, which trace out unit-length closed curves in three-dimensional space. We consider a particular class of loops, for which ${\bf a}$ lies along a line and ${\bf b}$ lies in the plane orthogonal to that line. For this class of cosmic string loops one may give a simple analytic expression for the power $\gamma$ radiated in gravitational waves. We evaluate $\gamma$ exactly in closed form for several special cases: (1) ${\bf b}$ a circle traversed $M$ times; (2) ${\bf b}$ a regular polygon with $N$ sides and interior vertex angle $\pi-2\pi M/N$; (3) ${\bf b}$ an isosceles triangle with semi-angle $\theta$. We prove that case (1) with $M=1$ is the absolute minimum of $\gamma$ within our special class of loops, and identify all the stationary points of $\gamma$ in this class.	0	17	8
hep-th/9405120	Moduli and Kähler potential in fermionic strings	We study the problem of identifying the moduli fields in fermionic four-dimensional string models. We deform a free-fermionic model by introducing exactly marginal operators in the form of Abelian Thirring interactions on the world-sheet, and show that their couplings correspond to the untwisted moduli fields. We study the consequences of this method for simple free-fermionic models which correspond to $Z_2\times Z_2$ orbifolds and obtain their moduli space and K\"ahler potential by symmetry arguments and by direct calculation of string scattering amplitudes. We then generalize our analysis to more complicated fermionic structures which arise in constructions of realistic models corresponding to asymmetric orbifolds, and obtain the moduli space and K\"ahler potential for this case. Finally we extend our analysis to the untwisted matter sector and derive expressions for the full K\"ahler potential to be used in phenomenological applications, and the target space duality transformations of the corresponding untwisted matter fields.	0	21	4
astro-ph/9405047	Recalibration of the H$_{\bf -0.5}$ Magnitudes of Spiral Galaxies	The H magnitude aperture data published by the Aaronson et al. collaboration over a 10-year period is collected into a homogeneous data set of 1731 observations of 665 galaxies. 96\% of these galaxies have isophotal diameters and axial ratios determined by the Third Reference Catalogue of Bright Galaxies (de Vaucouleurs et al. 1991), the most self-consistent set of optical data currently available. The precepts governing the optical data in the RC3 are systematically different from those of the Second Reference Catalogue (de Vaucouleurs, de Vaucouleurs and Corwin 1976), which were used by Aaronson et al. for their original analyses of galaxy peculiar motions. This in turn leads to systematic differences in growth curves and fiducial H magnitudes, prompting the present recalibration of the near-infrared Tully Fisher relationship. New optically-normalized H magnitude growth curves are defined for galaxies of types S0 to Im, from which new values of fiducial H magnitudes, H$\rm _{-0.5}^g$, are measured for the 665 galaxies. A series of internal tests show that these four standard growth curves are defined to an accuracy of 0.05 mag over the interval $\rm -1.5 \leq \log (A/D_g) \leq -0.2$. Comparisons with the Aaronson et al. values of diameters, axial ratios and fiducial H magnitudes show the expected differences, given the different definitions of these parameters. The values of H$\rm _{-0.5}^g$ are assigned quality indices; a value of 1 indicates an accuracy of $<$0.2 magnitude; Quality 2 indicates an accuracy of 0.2 to 0.35 mag; and Quality 3 indicates $>$0.35 mag. Revised values of corrected HI velocity widths are also given, based on the new set of axial ratios defined by the RC3.	0	0	0
hep-th/9405144	Embeddings for Non-Critical Superstrings	It was previously shown that at critical central charge, $N$-extended superstrings can be embedded in $(N+1)$-extended superstrings. In other words, $(N=0,c=26)\to (N=1,c=15)\to (N=2,c=6)\to (N=3,c=0) \to (N=4,c=0) $. In this paper, we show that similar embeddings are also possible for $N$-extended superstrings at non-critical central charge. For any $x$, the embedding is $(N=0,c=26+x) \to (N=1,c=15+x) \to (N=2,c=6+x) \to (N=3,c=x) \to (N=4,c=x)$. As was conjectured by Vafa, the $(N=2,c=9) \to (N=3,c=3)$ embedding can be used to prove that $N=0$ topological strings are special vaccua of N=1 topological strings.	0	15	15
gr-qc/9405054	Is minimal coupling procedure compatible with minimal action principle?	When space-time is assumed to be non-Riemannian the minimal coupling procedure (MCP) is not compatible, in general, with minimal action principle (MAP). This means that the equations gotten by applying MCP to the Euler-Lagrange equations of a Lagrangian $\cal L$ do not coincide with the Euler-Lagrange equations of the Lagrangian obtained by applying MCP to $\cal L$. Such compatibility can be restored if the space-time admits a connection-compatible volume element. We show how these concepts can alter qualitatively the predictions of the Einstein-Cartan theory of gravity.	0	4	4
math/9405211	Some properties of space of compact operators	Let $X$ be a separable Banach space, $Y$ be a Banach space and $\Lambda$ be a subset of the dual group of a given compact metrizable abelian group. We prove that if $X^*$ and $Y$ have the type I-$\Lambda$-RNP (resp. type II-$\Lambda$-RNP) then $K(X,Y)$ has the type I-$\Lambda$-RNP (resp. type II-$\Lambda$-RNP) provided $L(X,Y)=K(X,Y)$. Some corollaries are then presented as well as results conserning the separability assumption on $X$. Similar results for the NearRNP and the WeakRNP are also presented.	0	0	0
astro-ph/9406004	Modeling the Radial Distribution of Blue Stragglers in M3	Recent surveys of the blue straggler (BS) population in the galactic globular cluster M3 (NGC 5272) give the first complete characterization of the number density of BSs as a function of radius over an entire globular cluster. The BSs in M3 are overabundant at large radii, and significantly underabundant at intermediate radii. Here we present the result of a simulation of the dynamical evolution of a population of BSs in a multi--mass model of M3. Assuming the BSs were formed in the core through binary interactions (Hut \&\ Verbunt 1983, Leonard 1989, Sigurdsson \&\ Phinney 1993, Hut \etal 1992, Davies, Benz and Hills 1994), and given some very general assumptions about the recoil that occurs during stellar mergers in interacting binaries; we find an excellent fit to the observed radial distribution of BSs, suggesting strongly that most of the BSs in M3 were formed through binary collisions in the core.	0	0	0
hep-th/9406014	$N=1$, 2D-Induced Polyakov Supergravity on a Super Riemann Surface	An effective action for $N=1$, 2d-induced supergravity in the chiral gauge is obtained on a compact super Riemann surface without boundary and of arbitrary genus.	0	0	0
astro-ph/9406024	Stability of Fireballs and $γ$-Ray Bursts	Fireballs are an essential part of any cosmological $\gamma$-ray burst. We drive here a stability criterion for fireballs and show that fireballs are Rayleigh-Taylor unstable in any region in which the entropy decreases outward. The instability begins to operate when the fireball becomes matter dominated. Among the possible implication of the instability are: (i) Conversion of a fraction of the radiation energy to a convective energy expressed in the motion of bubbles relative to each other. (ii) Penetration of fast bubbles through slower ones and creation of high $\gamma$ regimes which are essential for efficient conversion of the energy to $\gamma$-rays. (iii) Formation of rapid variation (of the scale of the bubbles) in the observed $\gamma$-rays.	0	0	0
hep-ph/9406268	The 2-Loop Effective Potential of the 3d SU(2)-Higgs Model in a General Covariant Gauge	To study the convergence of the loop expansion at the high-temperature electroweak phase transition, we calculate the 2-loop effective potential of the 3d SU(2)-Higgs model in a general covariant gauge. We find that the loop expansion definitely breaks down for large $\xi$, but converges rather well for smaller values, deep in the broken phase.	0	17	16
hep-th/9406062	The Nonlinear Multiplet Revisited	Using a reformulation of the nonlinear multiplet as a gauge multiplet, we discuss its dynamics. We show that the nonlinear ``duality'' that appears to relate the model to a conventional $\sigma$-model introduces a new sector into the theory.	0	6	6
astro-ph/9406041	Simulations of Relativistic Extragalactic Jets	We describe a method for the numerical solution of the relativistic Euler equations which we have found to be both robust and efficient, and which has enabled us to simulate relativistic jets. The technique employs a solver of the Godunov-type, with approximate solution of the local Riemann problems, applied to laboratory frame variables. Lorentz transformations provide the rest frame quantities needed for the estimation of wave speeds, etc. This is applied within the framework of an adaptive mesh refinement algorithm, allowing us to perform high-resolution, 2-D simulations with modest computing resources. We present the results of nonrelativistic, and relativistic ($\gamma=5$ and $10$) runs, for adiabatic indices of $5/3$ and $4/3$. We find the same gross morphology in all cases, but the relativistic runs exhibit little instability and less well-defined structure internal to the jet: this might explain the difference between (relatively slow) BL~Lacs and (faster) QSOs. We find that the choice of adiabatic index makes a small but discernible difference to the structure of the shocked jet and ambient media.	0	0	0
cond-mat/9406071	Solvent-induced organization: A physical model of folding myoglobin	The essential features of the in vitro refolding of myoglobin are expressed in a solvable physical model. Alpha helices are taken as the fundamental collective coordinates of the system, while the refolding is assumed to be mainly driven by solvent-induced hydrophobic forces. A quantitative model of these forces is developed and compared with experimental and theoretical results. The model is then tested by being employed in a simulation scheme designed to mimic solvent effects. Realistic dynamic trajectories of myoglobin are shown as it folds from an extended conformation to a close approximation of the native state. Various suggestive features of the process are discussed. The tenets of the model are further tested by folding the single-chain plant protein leghemoglobin.	1	0	0
cond-mat/9406080	Multichannel Kondo impurities in superconductors	We discuss the effect of multichannel Kondo impurities on superconductivity. In the strong coupling regime such impurities are pairbreakers, in contrast to the ordinary Kondo effect. Measurements of $T_c$-suppression may help in identifying impurities displaying this more exotic exchange coupling to the conduction band.	1	0	0
cmp-lg/9406030	The complexity of normal form rewrite sequences for Associativity	The complexity of a particular term-rewrite system is considered: the rule of associativity (x*y)*z --> x*(y*z). Algorithms and exact calculations are given for the longest and shortest sequences of applications of --> that result in normal form (NF). The shortest NF sequence for a term x is always n-drm(x), where n is the number of occurrences of * in x and drm(x) is the depth of the rightmost leaf of x. The longest NF sequence for any term is of length n(n-1)/2.	0	1	1
hep-ph/9406381	W and Z Polarization Effects in Hadronic Collisions	A Monte Carlo study of the polar and azimuthal angular distributions of the lepton pair arising from the decay of a $W$ or $Z$ boson produced at high transverse momentum in hadronic collisions is presented. In the absence of cuts on the final state leptons, the lepton angular distribution in the gauge boson rest frame is determined by the gauge boson polarization. Numerical results for the lepton angular distributions in the Collins--Soper frame with acceptance cuts and energy resolution smearing applied to the leptons are presented. In the presence of cuts, the lepton angular distributions are dominated by kinematic effects rather than polarization effects, however, some polarization effects are still observable on top of the kinematic effects. Polarization effects are highlighted when the experimental distributions are divided by the Monte Carlo distributions obtained using isotropic gauge boson decay.	0	37	22
hep-th/9406179	Instanton Effects in Matrix Models and String Effective Lagrangians	We perform an explicit calculation of the lowest order effects of single eigenvalue instantons on the continuous sector of the collective field theory derived from a $d=1$ bosonic matrix model. These effects consist of certain induced operators whose exact form we exhibit.	0	6	6
cond-mat/9406118	Cross relaxation and the bilayer coupling in YBCO	There is strong experimental evidence for substantial antiferromagnetic coupling between the CuO$_2$ planes of the bilayers in YBCO compounds. The acoustic mode of the spin excitation spectrum has been measured but the optic mode has not been observed. Theoretical estimates suggest values for the antiferromagnetic interplane coupling as large as 10 meV. It has been proposed that this coupling is responsible for the spin gap in the underdoped YBCO compounds. In the recently synthesized compounds Y$_2$Ba$_4$Cu$_7$O$_{15}$ with alternating single/double chain blocks, it is possible to distinguish between the CuO$_2$ planes in a bilayer. We propose a nuclear magnetic cross relaxation experiment to directly measure the strength of the coupling between the two planes of a bilayer. The temperature dependence and magnitude of this cross relaxation rate is predicted.	1	0	0
hep-th/9407002	Real decoupling ghost quantization of the CGHS model for two dimensional black holes	A complete RST quantization of a CGHS model plus Strominger term is carried out. In so doing a conformal invariant theory with $\kappa=\frac{N}{12}$ is found, that is, without ghosts contribution. The physical consequences of the model are analysed and positive definite Hawking radiation is found.	0	5	3
cond-mat/9407004	Charge Transfer Excitons and the Metal-Insulator Transition in the High Temperature Superconductors	The effects of the nearest neighbour Coulomb repulsion, V, are considered in the one dimensional copper-oxide chain using the modified Lanczos method. Above a critical value of V we find that charge transfer excitons are the lowest lying energy exitations in the insulating phase. Close to the metal-insulator transition and $V=0$ there is good `particle-hole' symmetry, showing that the mapping from a two band model to a one band model is appropriate. The effect of the nearest neighbour repulsion is to create states in the gap and to pin the Fermi level upon hole doping.	1	0	0
astro-ph/9407007	Cosmological Time Dilation in Gamma Ray Bursts?	Norris et al. (1994) report that the temporal structure of faint gamma ray bursts is longer than that of bright bursts, as expected for time dilation in the cosmological models of burst origin. I show that the observed trends can easily be produced by a burst luminosity function and thus may not result from cosmological effects. A cosmological signature may be present, but the tests Norris et al. present are not powerful enough to detect these signatures.	0	0	0
cond-mat/9407011	Quantum Noise Limits for Nonlinear, Phase-Invariant Amplifiers	Any quantum device that amplifies coherent states of a field while preserving their phase generates noise. A nonlinear, phase-invariant amplifier may generate less noise, over a range of input field strengths, than any linear amplifier with the same amplification. We present explicit examples of such nonlinear amplifiers, and derive lower bounds on the noise generated by a nonlinear, phase-invariant quantum amplifier.	1	0	0
hep-th/9407121	A conformal scalar dyon black hole solution	An exact solution of Einstein - Maxwell - conformal scalar field equations is given, which is a black hole solution and has three parameters: scalar charge, electric charge, and magnetic charge. Switching off the magnetic charge parameter yields the solution given by Bekenstein. In addition the energy of the conformal scalar dyon black hole is obtained.	0	72	8
hep-th/9407126	On the composite fermion approach in the FQHE	FQHE is presented in the form of non-unitary singular similarity transformation, which relates the Laughlin wave function (and its particle-hole conjugate) to the composite quasi- particle incompressible ground state. (ENSLAPP-A-478/94)	0	1	1
cond-mat/9407091	Infinite Volume Relaxation in the Sherrington-Kirkpatrick Model	In a recent work (Eissfeller and Opper, 1992) a numerical method has been proposed to simulate off-equilibrium zero-temperature parallel dynamics for the SK model without finite size effects. We study the extension of the method to non-zero temperature and sequential dynamics, and analyze more carefully the involved computational problems. We find evidence, in the glassy phase, for an algebraic relaxation of the energy density to its equilibrium value, at least at large enough temperatures, and for an algebraic relaxation of the magnetization to zero at non-zero temperatures, with an exponent directly proportional to the temperature.	1	5	5
gr-qc/9407036	Cosmological Sphaleron from Real Tunneling and Its Fate	We show that the cosmological sphaleron of Einstein-Yang-Mills system can be produced from real tunneling geometries. The sphaleron will tend to roll down to the vacuum or pure gauge field configuration, when the universe evolves in the Lorentzian signature region with the sphaleron and the corresponding hypersurface being the initial data for the Yang-Mills field and the universe, respectively. However, we can also show that the sphaleron, although unstable, can be regarded as a pseudo-stable solution because its lifetime is even much greater than those of the universe.	0	5	3
cmp-lg/9407021	K-vec: A New Approach for Aligning Parallel Texts	Various methods have been proposed for aligning texts in two or more languages such as the Canadian Parliamentary Debates(Hansards). Some of these methods generate a bilingual lexicon as a by-product. We present an alternative alignment strategy which we call K-vec, that starts by estimating the lexicon. For example, it discovers that the English word "fisheries" is similar to the French "pe^ches" by noting that the distribution of "fisheries" in the English text is similar to the distribution of "pe^ches" in the French. K-vec does not depend on sentence boundaries.	0	0	0
hep-th/9408023	Stationarity of Inflation and Predictions of Quantum Cosmology	We describe several different regimes which are possible in inflationary cosmology. The simplest one is inflation without self-reproduction of the universe. In this scenario the universe is not stationary. The second regime, which exists in a broad class of inflationary models, is eternal inflation with the self-reproduction of inflationary domains. In this regime local properties of domains with a given density and given values of fields do not depend on the time when these domains were produced. The probability distribution to find a domain with given properties in a self-reproducing universe may or may not be stationary, depending on the choice of an inflationary model. We give examples of models where each of these possibilities can be realized, and discuss some implications of our results for quantum cosmology. In particular, we propose a new mechanism which may help solving the cosmological constant problem.	0	91	48
chem-ph/9408002	Methods for molecular dynamics with nonadiabatic transitions	We show how the dynamically nonlocal formulation of classical nuclear motion in the presence of quantal electronic transitions presented many years ago by Pechukas can be localized in time using time dependent perturbation theory to give an impulsive force which acts when trajectories hop between electronic surfaces. The action of this impulsive force is completely equivalent to adjusting the nuclear velocities in the direction of the nonadiabatic coupling vector so as to conserve energy, a procedure which is widely used in surface hopping trajectory methods. This is the first time the precise connection between these two formulations of the nonadiabatic dynamics problem has been considered. We also demonstrate that the stationary phase approximation to the reduced propagator at the heart of Pechukas' theory is not unitary due to its neglect of nonstationary paths. As such mixed quantum-classical evolution schemes based on this approximation are not norm conserving and in general must fail to give the correct branching between different competing electronic states. Tully's phase coherent, fewest switches branching algorithm is guaranteed to conserve the norm. The branching between different alternatives predicted by this approach, however, may be inaccurate, due to use of the approximate local dynamics. We explore the relative merits of these different approximations using Tully's 1D two state example scattering problems for which numerically exact results are easily obtained.	0	1	0
hep-ph/9408293	Associate Sneutrino-Neutralino/Chargino Production at LEPxLHC	We examine for representative gaugino-higgsino mixing scenarios sneutrino-neutralino and sneutrino-chargino production in deep inelastic ep-scattering at the cm-energy of 1.8 TeV. The cross sections for sneutrino-chargino production are more than one order of magnitude bigger than those for sneutrino-squark production. Also for zino-like neutralinos we find cross sections at least comparable to those for sneutrino-squark production.	0	1	1
hep-lat/9408013	Spectrum of the Dirac Operator and Multigrid Algorithm with Dynamical Staggered Fermions	Complete spectra of the staggered Dirac operator $\Dirac$ are determined in quenched four-dimensional $SU(2)$ gauge fields, and also in the presence of dynamical fermions. Periodic as well as antiperiodic boundary conditions are used. An attempt is made to relate the performance of multigrid (MG) and conjugate gradient (CG) algorithms for propagators with the distribution of the eigenvalues of~$\Dirac$. The convergence of the CG algorithm is determined only by the condition number~$\kappa$ and by the lattice size. Since~$\kappa$'s do not vary significantly when quarks become dynamic, CG convergence in unquenched fields can be predicted from quenched simulations. On the other hand, MG convergence is not affected by~$\kappa$ but depends on the spectrum in a more subtle way.	0	22	16
gr-qc/9408034	A Comment on Junction and Energy Conditions in Thin Shells	This comment contains a suggestion for a slight modification of Israel's covariant formulation of junction conditions between two spacetimes, placing both sides on equal footing with normals having uniquely defined orientations. The signs of mass energy densities in thin shells at the junction depend not only on the orientations of the normals and it is useful therefore to discuss the sign separately. Calculations gain in clarity by not choosing the orientations in advance. Simple examples illustrate our point and complete previous classifications of spherical thin shells in spherically symmetric spacetimes relevant to cosmology.	0	15	10
gr-qc/9408039	On the remote sensing of Hawking grey pulses	This is a short note on the black hole remote-sensing problem, i.e., finding out `surface' temperature distributions of various types of small (micron-sized) black holes from the spectral measurements of their Hawking grey pulses. Chen's modified Moebius inverse transform is illustrated in this context	0	1	1
