,filename,cell_index,cell_type,slide_type,n_lines,cell_text
185,1_text_analysis_tools_tfidf.ipynb,45,markdown,slide,2,Let's find named entities in tweets.	Pay attention to mistakes that `ner` makes.
186,1_text_analysis_tools_tfidf.ipynb,46,code,slide,6,"t = tweets[876]	pprint(t)	doc = nlp(t)	# highlight named entities in the text using spaCy	html = spacy.displacy.render(doc, style=""ent"")	display(HTML(html))"
187,1_text_analysis_tools_tfidf.ipynb,47,markdown,slide,1,How to work with named entities in code:
188,1_text_analysis_tools_tfidf.ipynb,48,code,slide,12,"entity_label_description = []	for ent in doc.ents:	# the text recognized as a named entity	entity_text = ent.text	# each entity is assigned a label, stored in the `label_` attribute	entity_label = ent.label_	# spacy.explain() works with entity labels	explained_entity_label = spacy.explain(ent.label_)		entity_label_description.append((entity_text, entity_label, explained_entity_label))		print(tabulate(entity_label_description, headers=(""Entity text"", ""Entity label"", ""Entity description"")))"
189,1_text_analysis_tools_tfidf.ipynb,49,markdown,slide,4,"## Customizing pipelines	- By default, spaCy includes several components in NLP pipeline.	- However, each component delays text processing.	- It is recommended to keep only necessary parts of the pipeline."
190,1_text_analysis_tools_tfidf.ipynb,50,code,slide,1,"nlp_all = spacy.load(""en"")  # load tagger, parser, ner"
191,1_text_analysis_tools_tfidf.ipynb,51,code,slide,3,%%timeit	for tweet in tweets[:100]:	nlp_all(tweet)
192,1_text_analysis_tools_tfidf.ipynb,52,code,slide,1,"nlp_tagger = spacy.load(""en"", disable=[""parser"", ""ner""])  # load tagger only"
193,1_text_analysis_tools_tfidf.ipynb,53,code,slide,3,%%timeit	for tweet in tweets[:100]:	nlp_tagger(tweet)
194,1_text_analysis_tools_tfidf.ipynb,54,code,slide,1,"nlp_none = spacy.load(""en"", disable=[""parser"", ""ner"", ""tagger""])  # disable everything"
195,1_text_analysis_tools_tfidf.ipynb,55,code,slide,3,%%timeit	for tweet in tweets[:100]:	nlp_none(tweet)
196,1_text_analysis_tools_tfidf.ipynb,56,markdown,slide,1,## Colab quiz 3
197,1_text_analysis_tools_tfidf.ipynb,57,code,-,7,"def solution(s: str) -> set:	import spacy	nlp = spacy.load(""en"")	# YOUR CODE HERE		check_solution = quiz_ner()	check_solution(solution)"
198,1_text_analysis_tools_tfidf.ipynb,58,markdown,slide,3,# Coding session 1: `spacy`		
199,1_text_analysis_tools_tfidf.ipynb,59,markdown,-,7,"## Exercise 1		Compute the average number of tokens in Musk tweets, the number of unique tokens, and draw the distrubution of the number of tokens (like we did at the beginning for characters).		**Hints**	- Disable `tagger`, `parser` and `ner` to speed up computations.	- Use `tqdm` to show progress bar (instead `for x in lst` just write `for x in tqdm(lst)`)."
200,1_text_analysis_tools_tfidf.ipynb,60,code,-,4,import spacy	from tqdm.notebook import tqdm  # progress bar		# YOUR CODE HERE
201,1_text_analysis_tools_tfidf.ipynb,61,markdown,-,12,"## Exercise 2		Find 10 lemmas that have the largest number of **unique** forms.		For example, the text “Is is are are” contains _three_ distinct forms of the lemma “be”: “Is”, “is”, “are”.		**Hints**	- Disable `parser` and `ner` to speed up computations.	- Use `tqdm` to show progress bar.	- Debug on a small subset of tweets, then compute on the full dataset.	- Lemma is stored in `.lemma_` attribute of spaCy token, form is the token text in the attribute `.text`.	- You may need `collections.defaultdict`"
202,1_text_analysis_tools_tfidf.ipynb,62,code,-,4,from collections import defaultdict	from tqdm.notebook import tqdm		# YOUR CODE HERE
203,1_text_analysis_tools_tfidf.ipynb,63,markdown,-,10,"## Exercise 3		1. How many tweets contain named entities?	2. What are top-5 most popular entity labels?		**Hints**:	- Disable `parser` and `tagger` to speed up computations.	- Use `tqdm` to show progress bar.	- Debug on a small subset of tweets, then compute on the full dataset.	- You may need `collections.Counter`"
204,1_text_analysis_tools_tfidf.ipynb,64,code,-,5,import spacy	from collections import Counter	from tqdm.notebook import tqdm		# YOUR CODE HERE
205,1_text_analysis_tools_tfidf.ipynb,65,markdown,slide,5,"# ""Words of a day""		**Problem statement**		For each day, find words which are ""specific"" for this day in Musk tweets."
206,1_text_analysis_tools_tfidf.ipynb,66,markdown,slide,4,"**Definitions and notation**:	- *Term* (notation: $t$) is a ""meaningful"" piece of text (lemma in our case).	- *Document* (notation: $d$) is the collection of tweets created on a given day.	- $D$ is the set of all documents (not tweets!)."
207,1_text_analysis_tools_tfidf.ipynb,67,markdown,slide,1,The first attempt: find the most frequent term for each document.
208,1_text_analysis_tools_tfidf.ipynb,68,code,slide,25,"from dateutil.parser import parse as parse_datetime  # convert a string in any format to a datetime object	# preprocess the data: convert each tweet into a tuple (date, lemmas_list)		import spacy	nlp = spacy.load(""en"", disable=[""parser"", ""ner"", ""tagger""])		def extract_lemmas(r):	# take the specifics of tweets into account: ignore tokens which represent https://t.co/... hyperlinks	return [	token.lemma_	for token in nlp(r['tweet'])	if not token.lemma_.startswith('https://t.co')	]		df['tweet_date'] = df.apply(lambda r: parse_datetime(r['date']).date(), axis=1)	df['tweet_lemmas'] = df.apply(extract_lemmas, axis=1)	preprocessed_tweets = [	(r['tweet_date'], r['tweet_lemmas'])	for _, r in	df.reset_index().iterrows()	]		# this is how the preprocessed data looks like	print(""preprocessed_tweets = "")	pprint(preprocessed_tweets[:3], compact=True)"
209,1_text_analysis_tools_tfidf.ipynb,69,code,-,1,NUM_WORDS_OF_A_DAY = 5  # how many words 'describe' a day
210,1_text_analysis_tools_tfidf.ipynb,70,code,slide,7,"# term count for each document	document_term_counter = defaultdict(Counter)	for tweet_date, tweet_lemmas in tqdm(preprocessed_tweets):	for lemma in tweet_lemmas:	# tweet_date is the document	# lemma is the term	document_term_counter[tweet_date][lemma] += 1"
211,1_text_analysis_tools_tfidf.ipynb,71,code,slide,16,"# visualize		documents = []	terms = []	weights = []		for d in sorted(document_term_counter):	documents.append(d)	# get the most frequent terms and their count	term_counts = document_term_counter[d].most_common(NUM_WORDS_OF_A_DAY)	total_weight = sum(_[1] for _ in term_counts)	terms.append("" "".join(_[0] for _ in term_counts))	weights.append(total_weight)		html = calendar_table(documents, terms, weights, from_datetime=date(2020, 3, 30))	display(HTML(html))"
212,1_text_analysis_tools_tfidf.ipynb,72,markdown,slide,3,"- As expected, the most frequent terms overall are the most frequent in each document.	- The most frequent terms are not informative	- Does informativity depend on frequency?"
213,1_text_analysis_tools_tfidf.ipynb,73,code,-,5,"# count all terms	term_counter = Counter()	for tweet_date, tweet_lemmas in preprocessed_tweets:	for term in tweet_lemmas:	term_counter[term] += 1"
214,1_text_analysis_tools_tfidf.ipynb,74,code,slide,1,"visualize_term_counter(term_counter, 0, ""Top 10 terms: frequent, not informative"", use_ggplot=False)"
215,1_text_analysis_tools_tfidf.ipynb,75,code,-,1,len(term_counter)
216,1_text_analysis_tools_tfidf.ipynb,76,code,slide,2,"shift = 1200	visualize_term_counter(term_counter, shift, f""Terms from {shift} to {shift+10}: not frequent, possibly informative"", use_ggplot=False)"
217,1_text_analysis_tools_tfidf.ipynb,77,code,slide,2,"shift = 10000	visualize_term_counter(term_counter, shift, f""Terms from {shift} to {shift+10}: rare, not informative"", use_ggplot=False)"
218,1_text_analysis_tools_tfidf.ipynb,78,markdown,slide,4,# TF-IDF		Try the following idea:	> The term $t$ is specific (or informative) for the document $d$ if it is relatively rare in $D$ but frequent in $d$.
219,1_text_analysis_tools_tfidf.ipynb,79,markdown,slide,7,"	The measure of ""informativity"" of term $t$ for document $d$ should satisfy two properties:	1. The higher the frequency of $t$ in $d$, the _higher_ the informativity.	2. The higher the frequency of $t$ in the collection $D$, the _lower_ the informativity.			"
220,1_text_analysis_tools_tfidf.ipynb,80,markdown,slide,2,"It can be written as the product of two functions:	$$TFIDF(t, d, D) = TF(t, d) \cdot IDF(t, D)$$"
221,1_text_analysis_tools_tfidf.ipynb,81,markdown,slide,3,"## Term frequency $TF(t, d)$		Term frequency is just the number of occurrences of the term $t$ in the document $d$."
222,1_text_analysis_tools_tfidf.ipynb,82,markdown,slide,6,"## Inverse document frequency $IDF(t, D)$		- In practice, the range of ""informativity"" is wide.	- Informative terms may occur in 1%, 0.1% or even 0.01% of all documents $D$.	- That's why $IDF(t, D)$ depends on $t$'s frequency in $D$ _logarithmically_.	> If $t_1$ is 10 times more frequent than $t_2$, then $IDF(t_1, D) - IDF(t_2, D) = \mathrm{const}$"
223,1_text_analysis_tools_tfidf.ipynb,83,markdown,slide,5,"$IDF(t, D)$ is computed in 3 steps:	1. Compute the number of documents that contain $t$.	2. Divide it by the total number of documents.	> The result is the probability to find term $t$ in a randomly chosen document.	3. Take the $\log$ of the _inverse_ quantity from the previous step."
224,1_text_analysis_tools_tfidf.ipynb,84,markdown,slide,6,"Or, mathematically	$$	IDF(t, D) = \log\left(\dfrac{|D|}{|\{d \in D | t \in d\}|}\right)	$$	- $|D|$ is the total number of documents	- $|\{d \in D | t \in d\}|$ is the number of documents that contain $t$"
225,1_text_analysis_tools_tfidf.ipynb,85,markdown,slide,12,"## TF-IDF example		Consider the collection $D$ containing 3 documents		1. $d_1$ = ""If you tell the truth you don’t have to remember anything.""	2. $d_2$ = ""If you don’t read the newspaper, you’re uninformed. If you read the newspaper, you’re misinformed.""	3. $d_3$ = ""A lie can travel half way around the world while the truth is putting on its shoes.""		Let us compute $TFIDF(\mathrm{''newspaper''}, d_2, D)$:	- $TF(\mathrm{''newspaper''}, d_2) = 2$	- $IDF(\mathrm{''newspaper''}, D) = \log\left(\dfrac{3}{1}\right) \approx 1.1$	- $TFIDF(\mathrm{''newspaper''}, d_2, D) \approx 2.2$"
226,1_text_analysis_tools_tfidf.ipynb,86,markdown,slide,4,"## Colab qiuz 4	Compute $TFIDF(\mathrm{''If''}, d_1, D)$		"
227,1_text_analysis_tools_tfidf.ipynb,87,code,-,2,enable_mathjax_in_cell()	quiz_tfidf()()
228,1_text_analysis_tools_tfidf.ipynb,88,markdown,slide,1,## TF-IDF implementation
229,1_text_analysis_tools_tfidf.ipynb,89,code,slide,26,"from collections import defaultdict, Counter	# 1. Compute IDF for all terms.	#    Remember that we've already computed term counts for all documents.	#    Document_term_counter[document][term] = term_count_in_document.		# For each term, compute the number of documents where the term occurs	term_counter = Counter()	for document in document_term_counter:	for term in document_term_counter[document]:	term_counter[term] += 1	# compute term IDFs from term counts	num_documents = len(document_term_counter)	from math import log	term_idf = {	term: log(num_documents / term_count)	for term, term_count in term_counter.items()	}		# 2. Compute TF-IDF for all terms and documents	document_term_tfidf = defaultdict(Counter)	for document in document_term_counter:	word_tfidf = {}	for term in document_term_counter[document]:	tf = document_term_counter[document][term]	idf = term_idf[term]	document_term_tfidf[document][term] = tf * idf"
230,1_text_analysis_tools_tfidf.ipynb,90,code,-,20,"# visualize	documents = []	terms = []	weights = []		for d in sorted(document_term_tfidf):	documents.append(d)	# get the most frequent term and its count	top_terms = list(	sorted(document_term_tfidf[d], key=lambda t: document_term_tfidf[d][t], reverse=True)	)[:NUM_WORDS_OF_A_DAY]	terms.append("" "".join(top_terms))	weights.append(sum(document_term_tfidf[d][t] for t in top_terms))		def print_tweets_by_date(tweets_df, date_of_tweets):	from pprint import pprint	# ignore retweets	for _, r in tweets_df[tweets_df.tweet_date == date_of_tweets].reset_index().iterrows():	pprint(r[""tweet""])	print(""---"")"
231,1_text_analysis_tools_tfidf.ipynb,91,markdown,slide,1,## Colab demo: insights from daily TF-IDF
232,1_text_analysis_tools_tfidf.ipynb,92,code,-,9,"# price of which cryptocurrency increased the most between 2021-02-01 and 2021-02-14?	html = calendar_table(	documents,	terms,	weights,	from_datetime=date(2021, 2, 1),	to_datetime=date(2021, 2, 14),	)	display(HTML(html))"
233,1_text_analysis_tools_tfidf.ipynb,93,code,-,1,"print_tweets_by_date(df, date(2021, 2, 7))"
234,1_text_analysis_tools_tfidf.ipynb,94,code,-,10,"# look at the period of the first COVID-19 outbreak in the US	from datetime import date	html = calendar_table(	documents,	terms,	weights,	from_datetime=date(2020, 3, 1),	to_datetime=date(2020, 5, 1),	)	display(HTML(html))"
235,1_text_analysis_tools_tfidf.ipynb,95,code,-,1,"print_tweets_by_date(df, date(2020, 3, 19))"
236,1_text_analysis_tools_tfidf.ipynb,96,code,-,10,"# how many hype trends can you find in 3 weeks of tweets?	from datetime import date	html = calendar_table(	documents,	terms,	weights,	from_datetime=date(2021, 3, 1),	to_datetime=date(2021, 3, 21),	)	display(HTML(html))"
237,1_text_analysis_tools_tfidf.ipynb,97,markdown,slide,9,"## Remarks on TF-IDF	1. The idea of TF-IDF is very general and can be applied outside of Text Mining domain.	> For example, a sequence of websites visited by a user can be treated as a ""document"", and each individual website is a ""term"".		> It doesn't tell you much if the user visits [facebook.com](https://colab.research.google.com/drive/1HBWC4XPaYmnyF8nF6OpAKSy1hLasZxuV?usp=sharing) 10 times a day.		> But 10 visits of [stackoverflow.com](https://stackoverflow.com) per day may tell you something.		2. You can look at the probabilistic interpretation of TF-IDF in the **[OPTIONAL]** section."
238,1_text_analysis_tools_tfidf.ipynb,98,markdown,-,1,# TF-IDF in sklearn
239,1_text_analysis_tools_tfidf.ipynb,99,markdown,slide,4,"# Transform texts to vectors		In practice, it's convenient to have the finite number of terms.	> We can use, say, 10000 the most common words, ignoring all the other words."
240,1_text_analysis_tools_tfidf.ipynb,100,code,slide,26,"n_frequent_terms = 10000	most_common_terms = set([x[0] for x in term_counter.most_common()][:n_frequent_terms])	import random	random.seed(42)		tweets_data = []	for random_tweet in random.choices(preprocessed_tweets, k=10):	original_tweet = "" "".join(random_tweet[1])	masked_tweet = []	for t in random_tweet[1]:	if t in most_common_terms:	masked_tweet.append(t)	else:	masked_tweet.append(""<UNK>"")	tweet_with_rare_words_ignored = "" "".join(masked_tweet)	tweets_data.append((original_tweet, tweet_with_rare_words_ignored))		from IPython.display import display, HTML	display(HTML(tabulate(	tweets_data,	headers=(	""Original tweets ({} terms)"".format(len(term_counter)),	""Keep {} frequent terms"".format(n_frequent_terms)	),	tablefmt=""html""	)))"
241,1_text_analysis_tools_tfidf.ipynb,101,markdown,slide,5,"Our observations so far:	1. For each term $t$ in each document $d \in D$, we can compute $TFIDF(t, d, D)$.	2. We can have the finite number of terms.		Therefore, we can represent each document with the fixed set of TFIDFs."
242,1_text_analysis_tools_tfidf.ipynb,102,markdown,slide,1,"In other words, we can convert a document into a **vector**."
243,1_text_analysis_tools_tfidf.ipynb,103,markdown,slide,3,"But why?	- To compute the distance between two documents (for example, to find similar documents).	- Vectors are inputs for machine learning algorithms."
244,1_text_analysis_tools_tfidf.ipynb,104,markdown,slide,14,"## Colab quiz 5	The cosine distance between vectors $\mathbb{v_1}$ and $\mathbb{v_2}$ is computed as	$$	d(\mathbb{v_1}, \mathbb{v_2}) = 1 - \frac{1}{2}\cos(\textrm{angle between }\mathbb{v_1}\textrm{ and }\mathbb{v_2}) =	$$	$$ =1 - \frac{1}{2}\left(\dfrac{\mathbb{v_1}}{||\mathbb{v_1}||}\right) \cdot \left(\dfrac{\mathbb{v_2}}{||\mathbb{v_2}||}\right)	$$		where $||\mathbb{v}|| = \sqrt{\sum_i v_i^2}$ is the Euclidean norm of $\mathbb{v}$, and $\mathbb{v} \cdot \mathbb{w} = \sum_i v_i w_i$ is the dot product of $\mathbb{v}$ and $\mathbb{w}$.		So the algorithm to compute $d(\mathbb{v_1}, \mathbb{v_2})$ is:	1. Normalize the vectors: $\mathbb{\tilde v_1} = \dfrac{\mathbb{v_1}}{||\mathbb{v_1}||}$,  $\mathbb{\tilde v_2} = \dfrac{\mathbb{v_2}}{||\mathbb{v_2}||}$	2. Compute the dot product between the normalized vectors $\mathbb{\tilde v_1} \cdot \mathbb{\tilde v_2}$	3. Compute the distance: $d(\mathbb{v_1},~\mathbb{v_2}) = 1 - \frac{1}{2}\mathbb{\tilde v_1}~\cdot~\mathbb{\tilde v_2}$"
245,1_text_analysis_tools_tfidf.ipynb,105,code,-,2,enable_mathjax_in_cell()	quiz_vector_distance()()
246,1_text_analysis_tools_tfidf.ipynb,106,markdown,slide,1,"scikit-learn implements so-called ""vectorizers"" that convert texts into vectors."
247,1_text_analysis_tools_tfidf.ipynb,107,code,slide,26,"# TfidfVectorizer converts texts into vectors	from sklearn.feature_extraction.text import TfidfVectorizer		# the texts we will vectorize	data = [	""One, two, three."",	""Two, three."",	""Three.""	]		# Tfidf vectorizer has the ""smooth"" version of IDF	# Here is the difference:	#   idf = log(n_documents / count) + 1	#   smooth_idf = log((n_documents + 1) / (count + 1)) + 1		# Note that instead of	#   idf = log(n_documents / count)	# TfidfVectorizer computes	#   idf = log(n_documents / count) + 1	# It helps to distinguish 2 cases:	#   1. TF-IDF(t, d, D) = 0 because the term t is absent in the document d	#   2. TF-IDF(t, d, D) = 0 because the term t is present in each document in the collection D	vectorizer = TfidfVectorizer(smooth_idf=False)		# to compute TF-IDFs, use the method `.fit()`	vectorizer.fit(data)"
248,1_text_analysis_tools_tfidf.ipynb,108,code,slide,16,"# vectorizer.vocabulary_ contains word -> index mapping	print(""vectorizer.vocabulary_:"", vectorizer.vocabulary_)	# vectorizer.idf_ contains the idf value for each index	print(""vectorizer.idf_:"", vectorizer.idf_)		# let's check that TfidfVectorizer uses the formula	#   idf = log(n_documents / count) + 1	# to do so, we restore word count from idf	vectorizer_internals = []	for word, idx in vectorizer.vocabulary_.items():	idf = vectorizer.idf_[idx]	n_documents = len(data)	count = n_documents / exp(idf - 1)	vectorizer_internals.append([word, idf, count])		print(tabulate(vectorizer_internals, headers=[""word"", ""idf"", ""count""]))"
249,1_text_analysis_tools_tfidf.ipynb,109,code,slide,6,"# The trained vectorizer can be applied on new data	new_data = [	""Two, three, four"",	""Five"",	]	pprint(vectorizer.transform(new_data).todense())"
250,1_text_analysis_tools_tfidf.ipynb,110,markdown,slide,8,"The `.transform()` method converts the input text array into matrix where:	- $i$-th row corresponds to the $i$-th input text	- $j$-th column corresponds to some term $t_j$ *from the training set*	> The mapping $t_j \rightarrow j$ is stored in the `.vocabulary_` attribute.		Note that:	1. New words (""four"", ""five"") are ignored.	1. Non-zero vectors are normalized (have length 1)."
251,1_text_analysis_tools_tfidf.ipynb,111,markdown,slide,1,## Colab quiz 6
252,1_text_analysis_tools_tfidf.ipynb,112,code,-,1,quiz_vectorizer_shape()()
253,1_text_analysis_tools_tfidf.ipynb,113,markdown,slide,1,"By default, `TfidfVectorizer` performs simple tokenization: lowercasing, split by punctuation."
254,1_text_analysis_tools_tfidf.ipynb,114,code,slide,4,text = tweets[99]	print(text)	vectorizer = TfidfVectorizer().fit([text])	print(vectorizer.vocabulary_)
255,1_text_analysis_tools_tfidf.ipynb,115,markdown,slide,1,But the tokenizer can be redefined:
256,1_text_analysis_tools_tfidf.ipynb,116,code,slide,9,"nlp = spacy.load(""en"", disable=[""parser"", ""ner"", ""tagger""])		def spacy_tokenizer(text):	return [t.lemma_ for t in nlp(text)]		text = tweets[99]	print(text)	vectorizer_spacy = TfidfVectorizer(tokenizer=spacy_tokenizer).fit([text])	print(vectorizer_spacy.vocabulary_)"
257,1_text_analysis_tools_tfidf.ipynb,117,markdown,slide,1,# Text similarity with TF-IDF: Quora Question Pairs
258,1_text_analysis_tools_tfidf.ipynb,118,markdown,slide,1,Now we will use TF-IDF vectors to find duplicates in Quora questions.
259,1_text_analysis_tools_tfidf.ipynb,119,code,slide,8,"import pandas as pd		df = pd.read_csv(""harbour-space-text-mining-course/datasets/quora_question_pairs/train.csv"")	print(f""Total samples: {df.shape[0]}"")	# select a subset of rows to speed up the demonstration	df = df.head(20000)	# `is_duplicate` shows whether `question1` and `question2` are duplicates	df[[""question1"", ""question2"", ""is_duplicate""]].head(10)"
260,1_text_analysis_tools_tfidf.ipynb,120,markdown,slide,5,	The algorithm is:	1. Split the data into train/test parts	1. Train `TfidfVectorizer` on the train part	1. Apply the trained model to the test part
261,1_text_analysis_tools_tfidf.ipynb,121,code,slide,11,"import numpy as np	from sklearn.model_selection import train_test_split		df_train, df_test = train_test_split(df.fillna("".""), test_size=0.5, shuffle=True, random_state=0)		# we use spacy_tokenizer, but we could use the default one	quora_vectorizer = TfidfVectorizer(tokenizer=spacy_tokenizer)		# stack two columns: question1 first, question2 second	questions = np.hstack([df_train.question1.values, df_train.question2.values])	quora_vectorizer.fit(questions)"
262,1_text_analysis_tools_tfidf.ipynb,122,code,slide,3,# extract TF-IDF vectors from the test data	question_1_vectors = quora_vectorizer.transform(df_test.question1)	question_2_vectors = quora_vectorizer.transform(df_test.question2)
263,1_text_analysis_tools_tfidf.ipynb,123,markdown,slide,5,	Evaluate [ROC AUC score](https://en.wikipedia.org/wiki/Receiver_operating_characteristic#Area_under_the_curve):	- ROC AUC = probability that 2 randomly chosen samples are ranked correctly	- ROC AUC = 1 for perfect ranking	- ROC AUC = 0.5 for random ranking
264,1_text_analysis_tools_tfidf.ipynb,124,code,slide,11,"from sklearn.metrics import roc_auc_score		# compute distances between TF-IDF vectors	# iterate over pairs using `zip()` generator	# vectors are normalized, so the similarity = 1 - distance = dot product	tf_idf_similarity = [	# v1, v2 are sparse matrices: convert their dot product into a dense matrix and then to a scalar	np.dot(v1, v2.T).todense().item()	for v1, v2 in zip(question_1_vectors, question_2_vectors)	]	print(""ROC AUC:"", roc_auc_score(df_test.is_duplicate, tf_idf_similarity))"
265,1_text_analysis_tools_tfidf.ipynb,125,markdown,slide,7,"# Other sklearn vectorizers		There are other vectorizers that convert texts into vectors. All of them implement the same `fit/transform` interface.	1. `CountVectorizer`. Constructs the vector of term frequencies instead of TF-IDFs	1. `HashingVectorizer`. Performs so-called ""one-hot encoding"". Converts the document into binary vector: 1 if the term occurs in the document and 0 otherwise.		> `HashingVectorizer` doesn't store the vocabulary - it  constructs vectors ""on the fly"" using a hash function."
266,1_text_analysis_tools_tfidf.ipynb,126,code,slide,21,"from sklearn.feature_extraction.text import TfidfVectorizer, CountVectorizer, HashingVectorizer	data = [	""one"",	""one two"",	""one two three"",	]		tfidf_vectorizer = TfidfVectorizer().fit(data)	count_vectorizer = CountVectorizer().fit(data)	hashing_vectorizer = HashingVectorizer().fit(data)		new_data = [	""one two two four"",	""five"",	]	tfidf_transformed = tfidf_vectorizer.transform(new_data).todense()	count_transformed = count_vectorizer.transform(new_data).todense()	hashing_transformed = hashing_vectorizer.transform(new_data).todense()	print(""TfidfVectorizer\n"", tfidf_transformed)	print(""CountVectorizer\n"", count_transformed)	print(""HashingVectorizer shape:"", hashing_transformed.shape)"
267,1_text_analysis_tools_tfidf.ipynb,127,markdown,slide,1,# Coding session 2: `sklearn`
268,1_text_analysis_tools_tfidf.ipynb,128,markdown,-,5,## Exercise 1	Compare `TfidfVectorizer` and `CountVectorizer` on the Quora Question Pairs dataset. Which one gives higher ROC AUC?		**Hints**:	- You can use the same split into train and test.
269,1_text_analysis_tools_tfidf.ipynb,129,code,-,1,# YOUR CODE HERE
270,1_text_analysis_tools_tfidf.ipynb,130,markdown,-,6,## Exercise 2		Compare the default tokenizer in `TfIdfVectorizer` and spaCy tokenizer. Which one gives higher ROC AUC?		**Hints**:	- You can use the same split into train and test.
271,1_text_analysis_tools_tfidf.ipynb,131,code,-,1,# YOUR CODE HERE
272,1_text_analysis_tools_tfidf.ipynb,132,markdown,-,8,"## Exercise 3		`TfIdfVectorizer` has the parameter `ngram_range`. Set it to `(1, 2)` and compare with the default one. Which one gives higher ROC AUC?		**Hints**:	- You can use the same split into train and test.	- Use the default tokenizer, not the spaCy tokenizer.	- `ngram_range=(1, 2)` means that terms are not only words but also subsequent word pairs (so-called *bigrams*). We will cover it in more details in the next lecture."
273,1_text_analysis_tools_tfidf.ipynb,133,code,-,1,# YOUR CODE HERE
274,1_text_analysis_tools_tfidf.ipynb,134,markdown,-,8,"## Exercise 4		`TfIdfVectorizer` has the parameter `stop_words`. Set it to `""english""` and compare with the default one. Which one gives higher ROC AUC?		**Hints**:	- You can use the same split into train and test.	- Use the default tokenizer, not the spaCy tokenizer.	- `stop_words=""english""` means that the most frequent non-informative words are removed from the input data."
275,1_text_analysis_tools_tfidf.ipynb,135,code,-,1,# YOUR CODE HERE
276,1_text_analysis_tools_tfidf.ipynb,136,markdown,slide,11,"# Lecture summary	1. `spacy`: Python library for text analysis	- tokenization	- lemmatization	- named entity recognition	1. TF-IDF: measure of the word informativity in the documents	- The product of term frequency (TF) and inverse document frequency (IDF)	1. `TfidfVectorizer` in `sklearn`	- `fit()`, `transform()`	1. TF-IDF vectors for text similarity	- Quora Question Pairs dataset"
277,1_text_analysis_tools_tfidf.ipynb,137,markdown,slide,10,"# Recommended resources	- [📖 Overview of Colaboratory Features](https://colab.research.google.com/notebooks/basic_features_overview.ipynb)	- [📖 Natural Language Processing with Python, chapter 3	](http://www.nltk.org/book/ch03.html)	- [📖 Advanced NLP with spaCy, chapter 1](https://course.spacy.io/)	- [📖 Lemma (morphology)](https://en.wikipedia.org/wiki/Lemma_(morphology))	- [📖 Language Processing Pipelines with spaCy](https://spacy.io/usage/processing-pipelines)	- [📖 Named Entity Recognition 101 with spaCy](https://spacy.io/usage/linguistic-features#named-entities)	- [📖 TfidfVectorizer documentation](https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.text.TfidfVectorizer.html)	- [📖 Quora Question Pairs dataset](https://www.kaggle.com/c/quora-question-pairs/overview)"
278,1_text_analysis_tools_tfidf.ipynb,138,markdown,slide,2,# [OPTIONAL] Probabilistic interpretation of TF-IDF	
279,1_text_analysis_tools_tfidf.ipynb,139,markdown,slide,4,"Given the collection of documents $D$, for each $d \in D$ we want to figure out which terms are the most specific for the document.		Let the number of terms is finite: $T$ distinct terms.	"
280,1_text_analysis_tools_tfidf.ipynb,140,markdown,slide,2,"Let $p_t$ is the probability to find the term $t$ in a random document from $D$, and $f_t$ is the frequency of term $t$ in the document $d$ ($f_t$ may be 0).	"
281,1_text_analysis_tools_tfidf.ipynb,141,markdown,slide,2,Then the product $\prod_{t=1}^{T} p_i^{f_t}$ gives the probability that the document $d$ is generated randomly.	
282,1_text_analysis_tools_tfidf.ipynb,142,markdown,slide,2,"Thus, the inverse quality $L_d = \prod_{t=1}^{T} p_t^{-f_t}$ shows ""non-randomness"" of the document $d$	"
283,1_text_analysis_tools_tfidf.ipynb,143,markdown,slide,6,"Take the $\log$:	$$	\log L_d = \sum_{t=1}^{T}f_t\log\left(\frac{1}{p_t}\right)	$$	The higher the $t$-th summand, the more the term $t$ makes the document ""non-random"".	"
284,1_text_analysis_tools_tfidf.ipynb,144,markdown,slide,1,"Note that $t_i\log\left(\frac{1}{p_t}\right) = TFIDF(t, d)$."
285,2_language_models.ipynb,0,code,-,34,"#@title <b><font color=""red"">▶</font><font color=""black""> run this cell to prepare supplementary materials for the lesson</font></b>		!rm -rf harbour-space-text-mining-course	!git clone https://github.com/horoshenkih/harbour-space-text-mining-course.git	import sys	sys.path.append('harbour-space-text-mining-course')		from tmcourse.ipyquiz import Quiz		from tmcourse.utils import (	enable_mathjax_in_cell,	display_cv_results,	display_token_importance,	)	from tmcourse.quiz import (	quiz_conditional_probability,	quiz_chain_rule,	quiz_bigram_lm,	quiz_count_ngrams,	quiz_perplexity,	quiz_random_benchmark,	quiz_pipeline_parameter,	)	from tmcourse.demo import (	demo_generate_text_ngram,	)		from collections import Counter	from math import exp	from tabulate import tabulate	from tqdm.notebook import tqdm	from IPython.display import HTML, display	import json	from pprint import pprint"
286,2_language_models.ipynb,1,markdown,slide,1,# Language Models
287,2_language_models.ipynb,2,markdown,slide,9,# Last lesson's review	1. `spaCy`	- tokenization	- lemmatization	- NER	2. TF-IDF	- measures informativity of a term in a document	- the product of Term Frequency (TF) and Inverse Document Frequency (IDF)	3. Vectorizers in `sklearn`
